MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2181667	Bbc3	BCL2 binding component 3	7		positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	regulates a function/process that happens in myeloid leukocyte,regulates a function/process that has the participant Bax|regulates a function/process that happens in myeloid leukocyte,regulates a function/process that has the participant Bak1		IMP	MGI:2681654 	J:138066 	
MGI:2181667	Bbc3	BCL2 binding component 3	7		positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway			ISO	Q9BXH1 	J:164563 	
MGI:2181667	Bbc3	BCL2 binding component 3	7		positive regulation of release of cytochrome c from mitochondria			IBA	PTN002008808 	J:265628 	
MGI:2181667	Bbc3	BCL2 binding component 3	7		positive regulation of release of cytochrome c from mitochondria			ISO	Q9BXH1 	J:164563 	
MGI:2181667	Bbc3	BCL2 binding component 3	7		positive regulation of thymocyte apoptotic process			IGI	P02340 	J:170216 	
MGI:1350933	Bcap31	B cell receptor associated protein 31	X		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P51572 	J:164563 	
MGI:1350933	Bcap31	B cell receptor associated protein 31	X		positive regulation of intrinsic apoptotic signaling pathway			ISO	P51572 	J:164563 	
MGI:88139	Bcl2l1	BCL2-like 1	2		positive regulation of apoptotic process		PR:Q64373-2	IDA		J:33756 	
MGI:88139	Bcl2l1	BCL2-like 1	2		positive regulation of apoptotic process			ISO	RGD:2200 	J:155856 	
MGI:1330841	Bcl2l10	Bcl2-like 10	9		positive regulation of apoptotic process			IDA		J:51315 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	O43521 	J:164563 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of apoptotic process			IBA	PTN001738900 	J:265628 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of apoptotic process	regulates a function/process that happens in T cell		IGI	MGI:88140 	J:111822 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of apoptotic process	happens in mammary gland		IMP	MGI:2156483 	J:119922 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of apoptotic process	regulates a function/process that happens in T cell		IMP	MGI:2156498 	J:111822 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of apoptotic process	regulates a function/process that happens in lymphocyte		IMP	MGI:2156498 	J:103605 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of apoptotic process			ISO	O43521 	J:164563 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of apoptotic process by virus			IDA		J:93470 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of cell death			ISO	RGD:628774 	J:155856 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			IMP	MGI:2156498 	J:99285 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of fibroblast apoptotic process			ISO	O43521 	J:164563 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of intrinsic apoptotic signaling pathway			ISO	O43521 	J:164563 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of neuron apoptotic process	happens in hippocampus		IDA		J:93470 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of release of cytochrome c from mitochondria			ISO	O43521 	J:164563 	
MGI:1914063	Bcl2l14	BCL2-like 14 (apoptosis facilitator)	6		positive regulation of extrinsic apoptotic signaling pathway			ISO	Q9BZR8 	J:164563 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		positive regulation of apoptotic process			ISO	P41182 	J:164563 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	AF127386 	J:54311 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of apoptotic process			IBA	PTN002858499 	J:265628 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of apoptotic process			ISO	AJ006288 	J:52071 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of apoptotic process			ISO	RGD:620544 	J:155856 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of apoptotic process			ISO	O95999 	J:164563 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			IDA		J:61738 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	O95999 	J:164563 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of execution phase of apoptosis			ISO	AF134395 	J:55630 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of extrinsic apoptotic signaling pathway			IBA	PTN002858499 	J:265628 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of extrinsic apoptotic signaling pathway			IDA		J:61738 	
MGI:1337994	Bcl10	B cell leukemia/lymphoma 10	3		positive regulation of extrinsic apoptotic signaling pathway			ISO	O95999 	J:164563 	
MGI:1917580	Bclaf1	BCL2-associated transcription factor 1	10		positive regulation of apoptotic process			ISO	Q9NYF8 	J:73065 	
MGI:1917580	Bclaf1	BCL2-associated transcription factor 1	10		positive regulation of intrinsic apoptotic signaling pathway			ISO	Q9NYF8 	J:164563 	
MGI:1891828	Becn1	beclin 1, autophagy related	11		positive regulation of intrinsic apoptotic signaling pathway			ISO	RGD:620190 	J:155856 	
MGI:1891828	Becn1	beclin 1, autophagy related	11		positive regulation of intrinsic apoptotic signaling pathway			ISO	Q14457 	J:164563 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		activation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002860227 	J:265628 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		activation of cysteine-type endopeptidase activity involved in apoptotic process			IMP	MGI:2158671 	J:78039 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of apoptotic process			IDA		J:36730 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of apoptotic process			ISO	P55957 	J:164563 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of apoptotic signaling pathway			IDA		J:36730 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of extrinsic apoptotic signaling pathway			IBA	PTN002860227 	J:265628 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of extrinsic apoptotic signaling pathway			ISO	P55957 	J:164563 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of fibroblast apoptotic process			IDA		J:36730 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of intrinsic apoptotic signaling pathway			IBA	PTN002860227 	J:265628 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of intrinsic apoptotic signaling pathway			ISO	P55957 	J:164563 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of release of cytochrome c from mitochondria			IBA	PTN002860227 	J:265628 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of release of cytochrome c from mitochondria			IGI	P70444 	J:173142 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of release of cytochrome c from mitochondria			IGI	O08734 	J:172906 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		positive regulation of release of cytochrome c from mitochondria			ISO	P55957 	J:164563 	
MGI:1206591	Bik	BCL2-interacting killer	15		positive regulation of release of cytochrome c from mitochondria			ISO	Q13323 	J:164563 	
MGI:108092	Bin1	bridging integrator 1	18		positive regulation of apoptotic process			ISO	O00499 	J:164563 	
MGI:88169	Blk	B lymphoid kinase	14		positive regulation of dendritic cell apoptotic process			IBA	PTN002815164 	J:265628 	
MGI:2176433	Bmf	BCL2 modifying factor	2		positive regulation of apoptotic process			IBA	PTN002842589 	J:265628 	
MGI:2176433	Bmf	BCL2 modifying factor	2		positive regulation of apoptotic process		PR:000037301	IDA		J:197027 	
MGI:2176433	Bmf	BCL2 modifying factor	2		positive regulation of apoptotic process		PR:Q91ZE9-1	IDA		J:197027 	
MGI:2176433	Bmf	BCL2 modifying factor	2		positive regulation of apoptotic process			ISO	Q96LC9 	J:164563 	
MGI:2176433	Bmf	BCL2 modifying factor	2		positive regulation of apoptotic signaling pathway			IDA		J:74519 	
MGI:2176433	Bmf	BCL2 modifying factor	2		positive regulation of release of cytochrome c from mitochondria			IGI	P70444 	J:173142 	
MGI:88177	Bmp2	bone morphogenetic protein 2	2		positive regulation of apoptotic process			ISO	P12643 	J:41080 	
MGI:88180	Bmp4	bone morphogenetic protein 4	14		positive regulation of apoptotic process			ISO	P12644 	J:41080 J:164563 	
MGI:88180	Bmp4	bone morphogenetic protein 4	14		positive regulation of cell death			ISO	P12644 	J:33591 	
MGI:88180	Bmp4	bone morphogenetic protein 4	14		positive regulation of endothelial cell apoptotic process			ISO	RGD:2213 	J:155856 	
MGI:103302	Bmp7	bone morphogenetic protein 7	2		positive regulation of apoptotic process	happens in optic cup		IMP	MGI:1857654 	J:119026 	
MGI:103302	Bmp7	bone morphogenetic protein 7	2		positive regulation of cell death			IGI	P97471 	J:108109 	
MGI:107191	Bmpr1b	bone morphogenetic protein receptor, type 1B	3		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors			IGI	MGI:1927616 MGI:95484 	J:141606 	
MGI:109326	Bnip3	BCL2/adenovirus E1B interacting protein 3	7		positive regulation of apoptotic process			ISO	RGD:620800 	J:155856 	
MGI:109326	Bnip3	BCL2/adenovirus E1B interacting protein 3	7		positive regulation of apoptotic process			ISO	Q12983 	J:164563 	
MGI:109326	Bnip3	BCL2/adenovirus E1B interacting protein 3	7		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:620800 	J:155856 	
MGI:109326	Bnip3	BCL2/adenovirus E1B interacting protein 3	7		positive regulation of necrotic cell death			ISO	RGD:620800 	J:155856 	
MGI:109326	Bnip3	BCL2/adenovirus E1B interacting protein 3	7		positive regulation of programmed cell death			IBA	PTN002689498 	J:265628 	
MGI:109326	Bnip3	BCL2/adenovirus E1B interacting protein 3	7		positive regulation of programmed cell death			ISO	Q12983 	J:164563 	
MGI:109326	Bnip3	BCL2/adenovirus E1B interacting protein 3	7		positive regulation of release of cytochrome c from mitochondria			ISO	Q12983 	J:164563 	
MGI:1332659	Bnip3l	BCL2/adenovirus E1B interacting protein 3-like	14		positive regulation of apoptotic process			IDA		J:51799 	
MGI:1332659	Bnip3l	BCL2/adenovirus E1B interacting protein 3-like	14		positive regulation of apoptotic process			ISO	RGD:621354 	J:155856 	
MGI:1332659	Bnip3l	BCL2/adenovirus E1B interacting protein 3-like	14		positive regulation of apoptotic process			ISO	O60238 	J:164563 	
MGI:1858494	Bok	BCL2-related ovarian killer	1		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	Q9UMX3 	J:164563 	
MGI:1858494	Bok	BCL2-related ovarian killer	1		activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c			IMP		J:223399 	
MGI:1858494	Bok	BCL2-related ovarian killer	1		positive regulation of apoptotic process			ISO	RGD:70984 	J:155856 	
MGI:1858494	Bok	BCL2-related ovarian killer	1		positive regulation of apoptotic process			ISO	Q9UMX3 	J:164563 	
MGI:1858494	Bok	BCL2-related ovarian killer	1		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IDA		J:235310 	
MGI:1858494	Bok	BCL2-related ovarian killer	1		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IMP		J:223399 	
MGI:1858494	Bok	BCL2-related ovarian killer	1		positive regulation of execution phase of apoptosis			ISO	Q9UMX3 	J:164563 	
MGI:1858494	Bok	BCL2-related ovarian killer	1		positive regulation of intrinsic apoptotic signaling pathway			IDA		J:228257 	
MGI:1858494	Bok	BCL2-related ovarian killer	1		positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			IDA		J:235310 	
MGI:2388804	Brms1	breast cancer metastasis-suppressor 1	19		positive regulation of anoikis			ISO	Q9HCU9 	J:164563 	
MGI:88215	Btg1	BTG anti-proliferation factor 1	10		positive regulation of fibroblast apoptotic process			ISO	P62324 	J:164563 	
MGI:1100510	Bub1	BUB1, mitotic checkpoint serine/threonine kinase	2		positive regulation of intrinsic apoptotic signaling pathway	regulates a function/process that happens in fibroblast		IMP	MGI:3793294 	J:135093 	
MGI:88223	C1qa	complement component 1, q subcomponent, alpha polypeptide	4		positive regulation of neuron death	is a part of aging,happens near amyloid-beta complex,happens in hippocampus CA3,happens in hippocampal neuron		IGI	P05067 	J:102186 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		positive regulation of apoptotic process			ISO	Q07021 	J:164563 	
MGI:88233	C6	complement component 6	15		positive regulation of apoptotic process			ISO	RGD:2238 	J:155856 	
MGI:101950	Calcr	calcitonin receptor	6		positive regulation of cell death			ISO	P30988 	J:164563 	
MGI:1919941	Calhm2	calcium homeostasis modulator family member 2	19		positive regulation of apoptotic process			ISO	Q9HA72 	J:164563 	
MGI:2442190	Camk1d	calcium/calmodulin-dependent protein kinase ID	2		positive regulation of apoptotic process			IDA		J:88322 	
MGI:88256	Camk2a	calcium/calmodulin-dependent protein kinase II alpha	18		positive regulation of cardiac muscle cell apoptotic process			IMP		J:189223 	
MGI:88257	Camk2b	calcium/calmodulin-dependent protein kinase II, beta	11		positive regulation of apoptotic signaling pathway	regulates a function/process that happens in mesangium,regulates a function/process that happens in mesangial cell		IDA		J:121436 	
MGI:1341265	Camk2d	calcium/calmodulin-dependent protein kinase II, delta	3		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:2263 	J:155856 	
MGI:88263	Capn1	calpain 1	19		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:2267 	J:155856 	
MGI:88264	Capn2	calpain 2	1		positive regulation of cardiac muscle cell apoptotic process			ISO	RGD:2268 	J:155856 	
MGI:88264	Capn2	calpain 2	1		positive regulation of neuron death			ISO	RGD:2268 	J:155856 	
MGI:1344392	Capn10	calpain 10	1		positive regulation of apoptotic process			ISO	RGD:69354 	J:155856 	
MGI:1344392	Capn10	calpain 10	1		positive regulation of type B pancreatic cell apoptotic process			IMP		J:123988 	
